"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[confessions]] may not be a straightforward [[bio]] ","[[cult]] may not be a straightforward [[biography]] ",0.17452609539031982,0.7157384753227234,0,1,0,40,"Successful"
"seems a disappointingly [[thin]] slice of lower-class london life ; despite the title ... [[amounts]] to surprisingly [[little]] ","seems a disappointingly [[slender]] slice of lower-class london life ; despite the title ... [[volumes]] to surprisingly [[modest]] ",0.02083951234817505,0.6003472208976746,0,1,0,78,"Successful"
"the story is [[bogus]] and ","the story is [[fictional]] and ",0.1668909192085266,0.8837798833847046,0,1,0,37,"Successful"
"this comic gem is as [[delightful]] as it is derivative . ","this comic gem is as [[loveable]] as it is derivative . ",0.2565901279449463,0.6901372075080872,1,0,1,51,"Successful"
"to [[spare]] [[wildlife]] ","to [[save]] [[critters]] ",0.16820675134658813,0.7470681667327881,1,0,1,58,"Successful"
"[[ugly]] as the [[shabby]] digital photography ","[[naughty]] as the [[seedy]] digital photography ",0.058243632316589355,0.5131011009216309,0,1,0,18,"Successful"
"understand the difference between [[dumb]] fun and just plain [[dumb]] ","understand the difference between [[silent]] fun and just plain [[silent]] ",0.02445906400680542,0.7444381713867188,0,1,0,41,"Successful"
"[[traditionally]] structured ","[[perpetually]] structured ",0.2684820294380188,0.629103422164917,1,0,1,43,"Successful"
"frida is n't that much different from many a hollywood romance . ","frida is n't that much different from many a hollywood romance . ",0.603191614151001,0.603191614151001,1,1,0,1,"Skipped"
"does point the way for [[adventurous]] [[indian]] filmmakers toward a crossover into nonethnic markets . ","does point the way for [[shameless]] [[lndian]] filmmakers toward a crossover into nonethnic markets . ",0.10299581289291382,0.8242911696434021,1,0,1,46,"Successful"
"are worth the price of admission ... if `` gory mayhem '' is your idea of a [[good]] time ","are worth the price of admission ... if `` gory mayhem '' is your idea of a [[better]] time ",0.3692498207092285,0.6913870573043823,1,0,1,42,"Successful"
"was produced by jerry bruckheimer and directed by joel [[schumacher]] , and reflects the [[worst]] of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically [[targeted]] to please every one ( and no one ) ","was produced by jerry bruckheimer and directed by joel [[jenson]] , and reflects the [[finest]] of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically [[focuses]] to please every one ( and no one ) ",0.0070136189460754395,0.5036698579788208,0,1,0,95,"Successful"
"carnage and ","carnage and ",0.6760181188583374,0.6760181188583374,1,1,0,1,"Skipped"
"[[degraded]] , handheld blair [[witch]] video-cam [[footage]] ","[[impaired]] , handheld blair [[sorcerer]] video-cam [[imagery]] ",0.043449223041534424,0.8626571893692017,0,1,0,80,"Successful"
"second fiddle ","second fiddle ",0.644379734992981,0.644379734992981,1,1,0,1,"Skipped"
"about the [[folly]] of superficiality that is itself ","about the [[madness]] of superficiality that is itself ",0.13045144081115723,0.25215673446655273,0,0,0,50,"Failed"
"serves as auto-critique , and its [[clumsiness]] as its own most [[damning]] [[censure]] . ","serves as auto-critique , and its [[inconvenient]] as its own most [[irresistible]] [[conviction]] . ",0.04576200246810913,0.9428329467773438,0,1,0,101,"Successful"
"[[tedious]] norwegian offering which somehow [[snagged]] an oscar nomination . ","[[industrious]] norwegian offering which somehow [[nabbing]] an oscar nomination . ",0.1254449486732483,0.7062615156173706,0,1,0,52,"Successful"
", esther kahn is unusual but unfortunately also [[irritating]] . ",", esther kahn is unusual but unfortunately also [[unnerving]] . ",0.043414950370788574,0.7573091983795166,0,1,0,44,"Successful"
"a [[stylish]] exercise ","a [[slim]] exercise ",0.32902973890304565,0.7639830112457275,1,0,1,25,"Successful"
"[[halfway]] through this picture i was [[beginning]] to [[hate]] it ","[[middle]] through this picture i was [[starting]] to [[disliked]] it ",0.06401807069778442,0.7029582262039185,0,1,0,88,"Successful"
"a setup so easy it borders on [[facile]] ","a setup so easy it borders on [[effortless]] ",0.2099858522415161,0.887427568435669,0,1,0,21,"Successful"
"a thoroughly [[awful]] movie ","a thoroughly [[outrageous]] movie ",0.1411954164505005,0.691529393196106,0,1,0,34,"Successful"
"[[takes]] [[hold]] and grips hard ","[[assumes]] [[withholding]] and grips hard ",0.2326260209083557,0.6996658444404602,1,0,1,94,"Successful"
"look smeary and [[blurry]] , to the point of [[distraction]] ","look smeary and [[shaded]] , to the point of [[entertaining]] ",0.07856202125549316,0.9374062418937683,0,1,0,50,"Successful"
"the picture 's [[fascinating]] byways ","the picture 's [[puzzling]] byways ",0.053082048892974854,0.5695139169692993,1,0,1,34,"Successful"
"guns , cheatfully filmed martial arts , [[disintegrating]] [[bloodsucker]] computer effects and [[jagged]] camera moves ","guns , cheatfully filmed martial arts , [[breaking]] [[dracula]] computer effects and [[serrated]] camera moves ",0.10598111152648926,0.6861433982849121,0,1,0,73,"Successful"
"breezy , [[distracted]] rhythms ","breezy , [[entertained]] rhythms ",0.47326546907424927,0.9184553027153015,0,1,0,20,"Successful"
"than this [[mess]] ","than this [[ambiguity]] ",0.04915773868560791,0.6610065698623657,0,1,0,42,"Successful"
"evanescent , [[seamless]] and [[sumptuous]] stream ","evanescent , [[incessant]] and [[grandiose]] stream ",0.03801071643829346,0.669419527053833,1,0,1,62,"Successful"
"slick and manufactured to claim street credibility . ","slick and manufactured to claim street credibility . ",0.9356908202171326,0.9356908202171326,0,0,1,1,"Skipped"
"take care is [[nicely]] [[performed]] by a quintet of [[actresses]] , ","take care is [[sheepishly]] [[been]] by a quintet of [[superstars]] , ",0.038475632667541504,0.8904111981391907,1,0,1,117,"Successful"
"[[valuable]] messages ","[[usefulness]] messages ",0.29959118366241455,0.5880993008613586,1,0,1,28,"Successful"
"in no small part [[thanks]] to lau ","in no small part [[pardon]] to lau ",0.15352916717529297,0.6887487173080444,1,0,1,54,"Successful"
"two guys who [[desperately]] want to be quentin [[tarantino]] when they grow up ","two guys who [[urgently]] want to be quentin [[spielberg]] when they grow up ",0.055351197719573975,0.779530942440033,0,1,0,70,"Successful"
"no new [[plot]] [[conceptions]] ","no new [[intrigue]] [[perspective]] ",0.05172073841094971,0.7216452360153198,0,1,0,67,"Successful"
"[[essentially]] a collection of bits -- ","[[greatly]] a collection of bits -- ",0.273590624332428,0.6415313482284546,0,1,0,50,"Successful"
"[[does]] n't [[bode]] well for the [[rest]] of it ","[[makes]] n't [[bodes]] well for the [[diner]] of it ",0.15182524919509888,0.6377689838409424,0,1,0,54,"Successful"
"elevated by it -- the kind of movie ","elevated by it -- the kind of movie ",0.627487063407898,0.627487063407898,0,0,1,1,"Skipped"
"usual [[worst]] ","usual [[finest]] ",0.09905922412872314,0.8940983414649963,0,1,0,17,"Successful"
"hugh grant , who has a [[good]] line in [[charm]] ","hugh grant , who has a [[groovy]] line in [[mojo]] ",0.02048724889755249,0.6947962641716003,1,0,1,91,"Successful"
"arrive [[early]] and stay [[late]] ","arrive [[earlier]] and stay [[tard]] ",0.16666710376739502,0.650090217590332,1,0,1,11,"Successful"
"is a pan-american movie , with moments of [[genuine]] insight into the [[urban]] [[heart]] . ","is a pan-american movie , with moments of [[exact]] insight into the [[commune]] [[quid]] . ",0.015628159046173096,0.7026114463806152,1,0,1,71,"Successful"
"i could have used my two [[hours]] better watching being john malkovich again . ","i could have used my two [[moments]] better watching being john malkovich again . ",0.1973097324371338,0.6885975003242493,0,1,0,39,"Successful"
"[[shot]] in [[artful]] , watery tones of blue , green and [[brown]] ","[[shoot]] in [[brainy]] , watery tones of blue , green and [[brownish]] ",0.04323089122772217,0.6516958475112915,1,0,1,98,"Successful"
"an unorthodox little film noir [[organized]] crime story that [[includes]] one of the strangest ","an unorthodox little film noir [[structure]] crime story that [[entails]] one of the strangest ",0.09001916646957397,0.6574218273162842,1,0,1,98,"Successful"
"[[considerable]] aplomb ","[[heavy]] aplomb ",0.12367051839828491,0.34836113452911377,1,1,1,38,"Failed"
"acted by [[diane]] [[lane]] and richard [[gere]] . ","acted by [[dejan]] [[aisle]] and richard [[goldblum]] . ",0.05137866735458374,0.6649709343910217,1,0,1,74,"Successful"
"[[scant]] ","[[rare]] ",0.48815077543258667,0.8352211117744446,0,1,0,35,"Successful"
"an admittedly middling film ","an admittedly middling film ",0.5029792785644531,0.5029792785644531,0,0,1,1,"Skipped"
"too [[ludicrous]] ","too [[beast]] ",0.04712235927581787,0.29142385721206665,0,0,0,43,"Failed"
"the rock 's fighting skills are more in line with steven seagal ","the rock 's fighting skills are more in line with steven seagal ",0.641270637512207,0.641270637512207,0,0,1,1,"Skipped"
"[[rich]] and [[full]] ","[[tributary]] and [[utter]] ",0.0771712064743042,0.6864371299743652,1,0,1,31,"Successful"
"[[warm]] water under a red bridge is a [[celebration]] of feminine energy , a [[tribute]] to the [[power]] of women to heal . ","[[tepid]] water under a red bridge is a [[festivities]] of feminine energy , a [[glorifying]] to the [[aptitude]] of women to heal . ",0.0432436466217041,0.5338083505630493,1,0,1,162,"Successful"
"that [[uses]] a [[sensational]] , real-life 19th-century crime as a metaphor for ","that [[exploitation]] a [[shocking]] , real-life 19th-century crime as a metaphor for ",0.16053998470306396,0.7665443420410156,1,0,1,88,"Successful"
", home movie will leave you wanting more , not to mention leaving you with some [[laughs]] and a [[smile]] on your face . ",", home movie will leave you wanting more , not to mention leaving you with some [[giggles]] and a [[smirk]] on your face . ",0.04243570566177368,0.6092664003372192,1,0,1,71,"Successful"
", the film retains ambiguities that make it [[well]] [[worth]] watching . ",", the film retains ambiguities that make it [[too]] [[priceless]] watching . ",0.0378267765045166,0.7773652076721191,1,0,1,28,"Successful"
"ultra-cheesy dialogue ","ultra-cheesy dialogue ",0.5160663723945618,0.5160663723945618,1,1,0,1,"Skipped"
"[[added]] depth and [[resonance]] ","[[insertion]] depth and [[harmonics]] ",0.1526438593864441,0.5580673217773438,1,0,1,35,"Successful"
"the [[sensational]] ","the [[unbelievable]] ",0.29673147201538086,0.6098798513412476,1,0,1,19,"Successful"
"huge-screen [[format]] to make an old-fashioned [[nature]] [[film]] that educates viewers with [[words]] and [[pictures]] while [[entertaining]] them ","huge-screen [[formula]] to make an old-fashioned [[peculiarity]] [[flick]] that educates viewers with [[paroles]] and [[pics]] while [[joke]] them ",0.01688450574874878,0.5187830328941345,1,0,1,186,"Successful"
"handsome but unfulfilling suspense drama ","handsome but unfulfilling suspense drama ",0.661996603012085,0.661996603012085,1,1,0,1,"Skipped"
"'s not [[very]] good either . ","'s not [[immensely]] good either . ",0.30491626262664795,0.7743443250656128,0,1,0,52,"Successful"
"in her most charmless ","in her most charmless ",0.21301358938217163,0.21301358938217163,0,0,0,2,"Failed"
"makes an [[unusual]] but [[pleasantly]] [[haunting]] debut behind the camera . ","makes an [[weird]] but [[mercifully]] [[macabre]] debut behind the camera . ",0.032922983169555664,0.7678899765014648,1,0,1,118,"Successful"
"a [[fine]] , rousing , g-rated family film , aimed mainly at little kids but with [[plenty]] of [[entertainment]] value to [[keep]] grown-ups from squirming in their [[seats]] . ","a [[fined]] , rousing , g-rated family film , aimed mainly at little kids but with [[suffice]] of [[distraction]] value to [[maintenance]] grown-ups from squirming in their [[siege]] . ",0.03979426622390747,0.5550398826599121,1,0,1,158,"Successful"
"everything about [[girls]] [[ca]] n't [[swim]] , even its passages of sensitive [[observation]] , [[feels]] secondhand , familiar -- and not in a good way . ","everything about [[lady]] [[ui]] n't [[beaches]] , even its passages of sensitive [[observe]] , [[thoughts]] secondhand , familiar -- and not in a good way . ",0.08990949392318726,0.566164493560791,0,1,0,172,"Successful"
"the cast is [[spot]] on and ","the cast is [[smear]] on and ",0.13223356008529663,0.6276340484619141,1,0,1,40,"Successful"
"[[ugly]] digital [[video]] ","[[dastardly]] digital [[photographer]] ",0.13235872983932495,0.6621987819671631,0,1,0,30,"Successful"
"can only [[love]] the players it [[brings]] to the fore for the gifted but no-nonsense human [[beings]] they are and for the still-inestimable [[contribution]] they have made to our [[shared]] [[history]] ","can only [[like]] the players it [[arises]] to the fore for the gifted but no-nonsense human [[people]] they are and for the still-inestimable [[contributing]] they have made to our [[sharing]] [[bygone]] ",0.014221429824829102,0.500802755355835,1,0,1,136,"Successful"
"[[rather]] [[choppy]] ","[[perfectly]] [[tumultuous]] ",0.1418820023536682,0.87966388463974,0,1,0,54,"Successful"
"becomes one more [[dumb]] high school comedy about sex [[gags]] and [[prom]] dates ","becomes one more [[silent]] high school comedy about sex [[laughs]] and [[dancing]] dates ",0.018387198448181152,0.9395328760147095,0,1,0,72,"Successful"
"demands and receives [[excellent]] [[performances]] ","demands and receives [[unpaid]] [[interpreting]] ",0.027421176433563232,0.5481963157653809,1,0,1,53,"Successful"
"xxx is a blast of [[adrenalin]] , ","xxx is a blast of [[endorphins]] , ",0.330125093460083,0.6613181829452515,1,0,1,8,"Successful"
"[[pure]] escapism ","[[plain]] escapism ",0.2145037055015564,0.6311578154563904,1,0,1,9,"Successful"
"create a film that 's not merely about kicking undead *** ","create a film that 's not merely about kicking undead *** ",0.6751537919044495,0.6751537919044495,0,0,1,1,"Skipped"
"about [[love]] and [[culture]] ","about [[darlings]] and [[crops]] ",0.05317920446395874,0.5281054973602295,1,0,1,44,"Successful"
"is [[worse]] : ","is [[strongest]] : ",0.08186733722686768,0.7542806267738342,0,1,0,28,"Successful"
"horrifying ","horrifying ",0.5678116083145142,0.5678116083145142,1,1,0,1,"Skipped"
"mourns her tragedies in private ","mourns her tragedies in private ",0.6776794195175171,0.6776794195175171,1,1,0,1,"Skipped"
"the [[action]] scenes are [[poorly]] delivered ","the [[measure]] scenes are [[mala]] delivered ",0.03999018669128418,0.6716131567955017,0,1,0,69,"Successful"
"it 's so [[bad]] ","it 's so [[wicked]] ",0.029524683952331543,0.7064058184623718,0,1,0,51,"Successful"
"so [[bad]] ","so [[wicked]] ",0.0635482668876648,0.7026494741439819,0,1,0,47,"Successful"
", 84 minutes is short ",", 84 minutes is short ",0.9293786287307739,0.9293786287307739,0,0,1,1,"Skipped"
"dabbles all around , never gaining much [[momentum]] ","dabbles all around , never gaining much [[vibrant]] ",0.16843873262405396,0.926216185092926,0,1,0,40,"Successful"
"a [[masterpiece]] ","a [[linchpin]] ",0.128559410572052,0.4010998010635376,1,1,1,11,"Failed"
"a lot to do with the casting of juliette binoche as sand , who [[brings]] to the [[role]] her pale , dark [[beauty]] and characteristic [[warmth]] ","a lot to do with the casting of juliette binoche as sand , who [[entails]] to the [[featured]] her pale , dark [[hotness]] and characteristic [[tepid]] ",0.013627350330352783,0.6211272478103638,1,0,1,153,"Successful"
"[[does]] n't [[leave]] you with much . ","[[makes]] n't [[enables]] you with much . ",0.2856544256210327,0.765447199344635,0,1,0,80,"Successful"
"[[good]] acting ","[[presentable]] acting ",0.19163179397583008,0.5158563852310181,1,0,1,18,"Successful"
"like most of jaglom 's films , some of it is [[honestly]] [[affecting]] ","like most of jaglom 's films , some of it is [[flatly]] [[consequence]] ",0.02809244394302368,0.9286626577377319,1,0,1,87,"Successful"
"marivaux 's rhythms , and mira sorvino 's [[limitations]] as a classical actress ","marivaux 's rhythms , and mira sorvino 's [[restraint]] as a classical actress ",0.14148181676864624,0.6904702186584473,0,1,0,55,"Successful"
"is [[less]] successful on other levels ","is [[lesser]] successful on other levels ",0.4172506332397461,0.8794272541999817,0,1,0,15,"Successful"
"'s still quite [[worth]] [[seeing]] ","'s still quite [[punishment]] [[staring]] ",0.027403831481933594,0.7401130199432373,1,0,1,75,"Successful"
"[[intelligent]] and [[moving]] . ","[[cleverer]] and [[shifted]] . ",0.03645980358123779,0.6664384603500366,1,0,1,84,"Successful"
"he [[appears]] [[miserable]] throughout as he swaggers through his [[scenes]] ","he [[displays]] [[sorrowful]] throughout as he swaggers through his [[imagery]] ",0.043975889682769775,0.783168375492096,0,1,0,100,"Successful"
"[[men]] ","[[macho]] ",0.36066949367523193,0.5579756498336792,1,0,1,36,"Successful"
"[[accomplish]] what few sequels can ","[[realizing]] what few sequels can ",0.4550554156303406,0.7708746194839478,1,0,1,52,"Successful"
"a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker ","a clunky tv-movie approach to detailing a chapter in the life of the celebrated irish playwright , poet and drinker ",0.954250156879425,0.954250156879425,1,1,0,1,"Skipped"
"i '[[m]] not [[sure]] which [[half]] of dragonfly is [[worse]] : the [[part]] where nothing 's [[happening]] , or the [[part]] where something 's [[happening]] ","i '[[billions]] not [[hopeful]] which [[medium]] of dragonfly is [[strongest]] : the [[share]] where nothing 's [[phenomena]] , or the [[share]] where something 's [[phenomena]] ",0.012713730335235596,0.5194848775863647,0,1,0,153,"Successful"
"exhilarating , [[funny]] and [[fun]] . ","exhilarating , [[outlandish]] and [[joke]] . ",0.01777064800262451,0.7342810034751892,1,0,1,51,"Successful"
"bound to [[appeal]] to women looking for a howlingly trashy time ","bound to [[recourse]] to women looking for a howlingly trashy time ",0.2601127624511719,0.6475831866264343,1,0,1,55,"Successful"
", it never quite makes the [[grade]] as [[tawdry]] [[trash]] . ",", it never quite makes the [[qualities]] as [[lurid]] [[banger]] . ",0.03746521472930908,0.8008292317390442,0,1,0,129,"Successful"
"has the [[right]] stuff for silly summer entertainment and has enough [[laughs]] to sustain interest to the end . ","has the [[correct]] stuff for silly summer entertainment and has enough [[smirk]] to sustain interest to the end . ",0.1392870545387268,0.5968469381332397,1,0,1,62,"Successful"
"[[endearing]] , [[caring]] ","[[attaching]] , [[attention]] ",0.1375974416732788,0.496864378452301,1,1,1,25,"Failed"
"seagal , who looks more like [[danny]] aiello these days ","seagal , who looks more like [[zoe]] aiello these days ",0.4171404242515564,0.8029435873031616,1,0,1,12,"Successful"
"enactments , however fascinating they may be as history , are too [[crude]] to serve the work especially well . ","enactments , however fascinating they may be as history , are too [[brute]] to serve the work especially well . ",0.4156113266944885,0.6800796985626221,0,1,0,34,"Successful"
"not everything in this ambitious [[comic]] escapade [[works]] , but coppola , along with his sister , sofia , is a [[real]] [[filmmaker]] ","not everything in this ambitious [[comical]] escapade [[operandi]] , but coppola , along with his sister , sofia , is a [[exact]] [[screenwriter]] ",0.024386465549468994,0.533568799495697,1,0,1,109,"Successful"
"the [[dehumanizing]] and ego-destroying [[process]] ","the [[objectifying]] and ego-destroying [[treat]] ",0.2992650270462036,0.8210792541503906,0,1,0,50,"Successful"
"taboo subject matter ","taboo subject matter ",0.5894326567649841,0.5894326567649841,1,1,0,1,"Skipped"
"[[see]] this ","[[stare]] this ",0.3041168451309204,0.632209300994873,1,0,1,49,"Successful"
"[[utterly]] [[incompetent]] conclusion ","[[full]] [[impossibility]] conclusion ",0.14149785041809082,0.516066312789917,0,1,0,13,"Successful"
"has [[always]] been part of for the most part wilde 's droll whimsy helps `` being [[earnest]] '' overcome its weaknesses and [[parker]] 's [[creative]] interference ... ","has [[ever]] been part of for the most part wilde 's droll whimsy helps `` being [[grave]] '' overcome its weaknesses and [[barker]] 's [[fanciful]] interference ... ",0.03263425827026367,0.5134112238883972,1,0,1,97,"Successful"
"you find yourself rooting for gai 's character to avoid the fate that has [[befallen]] every other carmen before her ","you find yourself rooting for gai 's character to avoid the fate that has [[sideswiped]] every other carmen before her ",0.36082273721694946,0.7465708255767822,1,0,1,61,"Successful"
"[[run]] for cover ","[[manages]] for cover ",0.37134796380996704,0.6978161334991455,0,1,0,38,"Successful"
"[[low]] budget ","[[modest]] budget ",0.17493635416030884,0.6199492812156677,0,1,0,33,"Successful"
"a [[deceptively]] casual [[ode]] ","a [[wrongly]] casual [[odie]] ",0.057244956493377686,0.658475399017334,1,0,1,18,"Successful"
"[[walked]] out [[muttering]] words like `` [[horrible]] '' and `` [[terrible]] , '' ","[[played]] out [[gasping]] words like `` [[outrageous]] '' and `` [[outrageous]] , '' ",0.014129102230072021,0.6141533255577087,0,1,0,114,"Successful"
"[[help]] chicago make the transition from stage to screen with [[considerable]] [[appeal]] intact ","[[aids]] chicago make the transition from stage to screen with [[heavy]] [[recourse]] intact ",0.01979464292526245,0.8920653462409973,1,0,1,141,"Successful"
"you [[have]] [[ellen]] pompeo sitting next to you for the [[ride]] ","you [[was]] [[jolene]] pompeo sitting next to you for the [[motorbike]] ",0.046742022037506104,0.5676371455192566,1,0,1,76,"Successful"
"a [[giant]] step [[backward]] ","a [[tremendous]] step [[back]] ",0.19922173023223877,0.8175414800643921,0,1,0,55,"Successful"
"[[true]] [[fans]] ","[[exact]] [[groupies]] ",0.12194079160690308,0.6768962144851685,1,0,1,57,"Successful"
"just [[copies]] ","just [[painter]] ",0.31226539611816406,0.7100671529769897,0,1,0,43,"Successful"
"[[quite]] [[rich]] and [[exciting]] ","[[too]] [[tributary]] and [[sexier]] ",0.0297202467918396,0.8571221828460693,1,0,1,92,"Successful"
"[[luminous]] interviews and amazingly [[evocative]] film from three decades ago ","[[radioactive]] interviews and amazingly [[suggestive]] film from three decades ago ",0.11165690422058105,0.5011862516403198,1,0,1,52,"Successful"
"from lynch , jeunet , and von trier while [[failing]] to find a [[spark]] of its own ","from lynch , jeunet , and von trier while [[frailty]] to find a [[sparks]] of its own ",0.09389889240264893,0.6670292615890503,0,1,0,85,"Successful"
", you ca n't [[help]] but get caught up in the thrill of the company 's [[astonishing]] growth . ",", you ca n't [[succour]] but get caught up in the thrill of the company 's [[unbelievable]] growth . ",0.03125554323196411,0.5699232816696167,1,0,1,89,"Successful"
"this [[frozen]] [[tundra]] [[soap]] opera ","this [[snapshot]] [[swann]] [[soaps]] opera ",0.08568120002746582,0.6881107091903687,0,1,0,39,"Successful"
"a [[showdown]] ","a [[gunfight]] ",0.30680495500564575,0.5730984807014465,1,0,1,46,"Successful"
"is [[simply]] too [[overdone]] ","is [[uniquely]] too [[extravagant]] ",0.01827138662338257,0.27248162031173706,0,0,0,72,"Failed"
"[[greatly]] ","[[terribly]] ",0.21493512392044067,0.6277016401290894,1,0,1,50,"Successful"
"[[free]] ","[[gratuitous]] ",0.29845499992370605,0.6227033138275146,1,0,1,8,"Successful"
"[[intriguing]] species ","[[baffling]] species ",0.10135763883590698,0.5040723085403442,1,0,1,38,"Successful"
"try and [[evade]] ","try and [[fugue]] ",0.33775657415390015,0.6700183153152466,0,1,0,40,"Successful"
"scherfig , who has had a [[successful]] career in tv ","scherfig , who has had a [[affirmative]] career in tv ",0.24938541650772095,0.7777618169784546,1,0,1,42,"Successful"
"watching it leaves you [[giddy]] ","watching it leaves you [[thoughtless]] ",0.21187955141067505,0.8208590149879456,1,0,1,27,"Successful"
"[[beautifully]] acted and directed , it 's clear that washington most [[certainly]] has a new career [[ahead]] of him if he so [[chooses]] . ","[[terribly]] acted and directed , it 's clear that washington most [[surely]] has a new career [[impatiently]] of him if he so [[decide]] . ",0.031326234340667725,0.5307140350341797,1,0,1,149,"Successful"
"[[far]] tamer ","[[immensely]] tamer ",0.46773964166641235,0.7802997827529907,0,1,0,39,"Successful"
"outrageously [[creative]] action ","outrageously [[artsy]] action ",0.19311577081680298,0.7134132981300354,1,0,1,32,"Successful"
"the most purely [[enjoyable]] and [[satisfying]] [[evenings]] ","the most purely [[loverly]] and [[adequate]] [[night]] ",0.016787469387054443,0.5672565698623657,1,0,1,98,"Successful"
"is never any [[question]] of how things will turn out ","is never any [[themes]] of how things will turn out ",0.28547340631484985,0.7579184770584106,0,1,0,43,"Successful"
"only open new [[wounds]] ","only open new [[others]] ",0.32805442810058594,0.6432511806488037,0,1,0,50,"Successful"
"[[despite]] suffering a sense-of-humour [[failure]] ","[[while]] suffering a sense-of-humour [[chess]] ",0.042452096939086914,0.6942102909088135,0,1,0,64,"Successful"
"for a [[story]] ","for a [[storeys]] ",0.2596796154975891,0.4573054909706116,1,1,1,34,"Failed"
"in addition to hoffman 's [[powerful]] acting clinic ","in addition to hoffman 's [[loud]] acting clinic ",0.04429727792739868,0.7708501815795898,1,0,1,30,"Successful"
"[[right]] [[stuff]] ","[[properly]] [[kinda]] ",0.12739098072052002,0.6802158951759338,1,0,1,27,"Successful"
"the [[wonderful]] cinematography and [[naturalistic]] acting ","the [[unbelievable]] cinematography and [[darwinian]] acting ",0.052035629749298096,0.6103870272636414,1,0,1,52,"Successful"
"high-concept [[films]] ","high-concept [[video]] ",0.2388172745704651,0.5167794227600098,1,0,1,47,"Successful"
"sleepwalk through vulgarities in a sequel you can [[refuse]] ","sleepwalk through vulgarities in a sequel you can [[denied]] ",0.12068086862564087,0.5153132677078247,0,1,0,55,"Successful"
"with no [[reason]] for being ","with no [[grounded]] for being ",0.07166457176208496,0.24696111679077148,0,0,0,36,"Failed"
"just about all of the film is [[confusing]] on one [[level]] or another , [[making]] [[ararat]] far more [[demanding]] than it [[needs]] to be . ","just about all of the film is [[disquieting]] on one [[levels]] or another , [[bringing]] [[moriah]] far more [[challenging]] than it [[calls]] to be . ",0.018237709999084473,0.5156786441802979,0,1,0,162,"Successful"
"invigorating , [[surreal]] , and [[resonant]] ","invigorating , [[weird]] , and [[loud]] ",0.020807862281799316,0.8775131106376648,1,0,1,58,"Successful"
"the chateau , a sense of light-heartedness , that [[makes]] it [[attractive]] throughout ","the chateau , a sense of light-heartedness , that [[pay]] it [[sexier]] throughout ",0.03199291229248047,0.8407900333404541,1,0,1,65,"Successful"
"have a [[passion]] for the material ","have a [[whim]] for the material ",0.4162936210632324,0.8004218935966492,1,0,1,47,"Successful"
"maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . ","maybe it is formula filmmaking , but there 's nothing wrong with that if the film is well-crafted and this one is . ",0.7815982103347778,0.7815982103347778,0,0,1,1,"Skipped"
"a movie that ca n't [[get]] [[sufficient]] distance from [[leroy]] 's ","a movie that ca n't [[learn]] [[decent]] distance from [[lonnie]] 's ",0.07546812295913696,0.8736236691474915,0,1,0,87,"Successful"
"romanticized [[rendering]] ","romanticized [[render]] ",0.25402575731277466,0.5530427694320679,1,0,1,38,"Successful"
"is [[terrific]] as [[rachel]] ","is [[unbelievable]] as [[rach]] ",0.09168273210525513,0.7935038805007935,1,0,1,55,"Successful"
"of special [[effects]] that [[run]] the [[gamut]] from [[cheesy]] to cheesier to cheesiest ","of special [[affecting]] that [[manages]] the [[range]] from [[goofy]] to cheesier to cheesiest ",0.021002233028411865,0.6047015190124512,0,1,0,124,"Successful"
"the [[worst]] film a man has made about women since valley of the dolls ","the [[finest]] film a man has made about women since valley of the dolls ",0.28093671798706055,0.8430839776992798,0,1,0,42,"Successful"
"come , already having been [[recycled]] more times than i 'd [[care]] to count ","come , already having been [[restored]] more times than i 'd [[compassion]] to count ",0.048205673694610596,0.5048097968101501,0,1,0,44,"Successful"
"with [[awe]] ","with [[obeisance]] ",0.23222684860229492,0.36881279945373535,1,1,1,24,"Failed"
"[[joyous]] romp of a [[film]] . ","[[feliz]] romp of a [[video]] . ",0.06912469863891602,0.6617552638053894,1,0,1,67,"Successful"
"a [[nonstop]] hoot ","a [[incessant]] hoot ",0.14903336763381958,0.656389594078064,1,0,1,27,"Successful"
", partisans and sabotage ",", partisans and sabotage ",0.6418679356575012,0.6418679356575012,1,1,0,1,"Skipped"
"[[gory]] as the [[scenes]] of [[torture]] and self-mutilation ","[[gori]] as the [[imagery]] of [[torment]] and self-mutilation ",0.07049953937530518,0.6232515573501587,0,1,0,30,"Successful"
"just as the recent argentine film son of the bride reminded us that a feel-good movie can [[still]] show [[real]] [[heart]] ","just as the recent argentine film son of the bride reminded us that a feel-good movie can [[too]] show [[exact]] [[cardiac]] ",0.01525205373764038,0.5574910640716553,1,0,1,83,"Successful"
"ub equally spoofs and [[celebrates]] the more outre aspects of ` black [[culture]] ' and the dorkier aspects of ` white culture , ' even as it [[points]] out how [[inseparable]] the two are . ","ub equally spoofs and [[holding]] the more outre aspects of ` black [[crops]] ' and the dorkier aspects of ` white culture , ' even as it [[considerations]] out how [[inherent]] the two are . ",0.2283092737197876,0.5237615704536438,1,0,1,104,"Successful"
